####,,,,,,,,,,,
##################,,"India Pollution levels, State wise, 2014-2015",,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
stn_code,sampling_date,State_location,agency,type,p_value,so2,no2,pm2_rspm,location_monitoring_station,date,Year
367,24-02-14,"Gujarat,Vapi",Gujarat State Pollution Control Board,Industrial Area,,13,17,"pm2 24,rspm 85","GEB, IIIrd Phase, GIDC, Vapi",2/24/2014 0:00,2014
367,13-02-14,"Gujarat,Vapi",Gujarat State Pollution Control Board,Industrial Area,,13,17,"pm2 22,rspm 62","GEB, IIIrd Phase, GIDC, Vapi",2/13/2014 0:00,2014
367,27-02-14,"Gujarat,Vapi",Gujarat State Pollution Control Board,Industrial Area,,13,17,"pm2 22,rspm 74","GEB, IIIrd Phase, GIDC, Vapi",2/27/2014 0:00,2014
374,21-04-14,"Gujarat,Rajkot",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,19,"pm2 28,rspm 86","Regional Offce, Rajkot",4/21/2014 0:00,2014
21,2/3/2015,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,19,"pm2 28,rspm 86","S.V.R. Engg. College, Surat",3/2/2015 0:00,2015
155,5/3/2015,"Gujarat,Ahmedabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",,13,19,"pm2 28,rspm 76","R.C. High School, Mirzapur, Ahmadabad",3/5/2015 0:00,2015
319,3/2/2015,"Gujarat,Jamnagar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,19,"pm2 28,rspm 81","Fisheries Office, Jamnagar.",2/3/2015 0:00,2015
SAMP,29-01-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,13,19,"pm2 28,rspm 68","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",1/29/2015 0:00,2015
155,4/3/2014,"Gujarat,Ahmedabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",,13,17,"pm2 28,rspm 71","R.C. High School, Mirzapur, Ahmadabad",3/4/2014 0:00,2014
333,12/8/2015,"Gujarat,Vadodara",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,17,"pm2 28,rspm 87","Dandia Bazaar, Vadodara",8/12/2015 0:00,2015
21,30-01-14,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,12,"pm2 28,rspm 87","S.V.R. Engg. College, Surat",1/30/2014 0:00,2014
692,22-09-15,"Odisha,Paradeep",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,13,11,"pm2 28,rspm 58",Over the Guest House of M/s PPL,9/22/2015 0:00,2015
103,13-01-14,"Gujarat,Ahmedabad",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,22,"pm2 27,rspm 72","L.D. Engineering College, Ahmadabad",1/13/2014 0:00,2014
347,8/7/2014,"Gujarat,Ahmedabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",,13,21,"pm2 27,rspm 88","AZL Behrampura, Ahmadabad",7/8/2014 0:00,2014
253,28-08-14,"Gujarat,Ankleshwar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,21,"pm2 27,rspm 84","Durga Traders, Bhavanafarm Society , Ankaleshwar",8/28/2014 0:00,2014
253,16-10-14,"Gujarat,Ankleshwar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,21,"pm2 27,rspm 79","Durga Traders, Bhavanafarm Society , Ankaleshwar",10/16/2014 0:00,2014
21,19-01-15,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,21,"pm2 27,rspm 78","S.V.R. Engg. College, Surat",1/19/2015 0:00,2015
50,11/6/2015,"Gujarat,Vadodara",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,21,"pm2 27,rspm 71","GPCB Office, Geri Vasahat, Vadodara",6/11/2015 0:00,2015
319,17-03-15,"Gujarat,Jamnagar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,21,"pm2 27,rspm 76","Fisheries Office, Jamnagar.",3/17/2015 0:00,2015
SAMP,19-02-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,13,21,"pm2 27,rspm 100","GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",2/19/2015 0:00,2015
SAMP,5/1/2015,"Gujarat,Bharuch",Gujarat State Pollution Control Board,RIRUO,,13,21,"pm2 27,rspm 82","Learning centre Saraswati Township of RIL,Bharuch",1/5/2015 0:00,2015
SAMP,19-02-15,"Gujarat,Bharuch",Gujarat State Pollution Control Board,RIRUO,,13,21,"pm2 27,rspm 81","Learning centre Saraswati Township of RIL,Bharuch",2/19/2015 0:00,2015
307,11/11/2015,"Tamil Nadu,Madurai",Tamilnadu State Pollution Control Board,Industrial Area,,13,16,"pm2 36.3,rspm 69","Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",11/11/2015 0:00,2015
38,5/3/2015,"Tamil Nadu,Chennai",Tamilnadu State Pollution Control Board,Industrial Area,,13,16,"pm2 28,rspm 48","Kathivakkam, Municipal Kalyana Mandapam, Chennai",3/5/2015 0:00,2015
253,9/4/2014,"Gujarat,Ankleshwar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 27,rspm 83","Durga Traders, Bhavanafarm Society , Ankaleshwar",4/9/2014 0:00,2014
319,3/7/2014,"Gujarat,Jamnagar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 27,rspm 76","Fisheries Office, Jamnagar.",7/3/2014 0:00,2014
23,12/2/2015,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 27,rspm 82","Near Air India Office, Surat",2/12/2015 0:00,2015
22,2/10/2014,"Gujarat,Surat",Gujarat State Pollution Control Board,Industrial Area,,13,16,"pm2 22,rspm 70","B.R.C. High School, Udhna, Surat",10/2/2014 0:00,2014
103,8/1/2015,"Gujarat,Ahmedabad",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 27,rspm 65","L.D. Engineering College, Ahmadabad",1/8/2015 0:00,2015
22,2/3/2014,"Gujarat,Surat",Gujarat State Pollution Control Board,Industrial Area,,13,16,"pm2 21,rspm 75","B.R.C. High School, Udhna, Surat",3/2/2014 0:00,2014
221,19-01-15,"Gujarat,Vapi",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 27,rspm 78","Vapi Nagar Palika, Vapi",1/19/2015 0:00,2015
221,5/2/2015,"Gujarat,Vapi",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 27,rspm 79","Vapi Nagar Palika, Vapi",2/5/2015 0:00,2015
319,27-02-15,"Gujarat,Jamnagar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 27,rspm 83","Fisheries Office, Jamnagar.",2/27/2015 0:00,2015
319,3/3/2015,"Gujarat,Jamnagar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 27,rspm 85","Fisheries Office, Jamnagar.",3/3/2015 0:00,2015
SAMP,20-01-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,13,20,"pm2 27,rspm 79","GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",1/20/2015 0:00,2015
SAMP,5/3/2015,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,13,20,"pm2 27,rspm 100","GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",3/5/2015 0:00,2015
SAMP,2/2/2015,"Gujarat,VAPI",Gujarat State Pollution Control Board,RIRUO,,13,20,"pm2 27,rspm 83","Yasho Industries Phase-III, GIDC,VAPI",2/2/2015 0:00,2015
SAMP,19-03-15,"Gujarat,Bharuch",Gujarat State Pollution Control Board,RIRUO,,13,20,"pm2 27,rspm 85","Learning centre Saraswati Township of RIL,Bharuch",3/19/2015 0:00,2015
38,24-11-15,"Tamil Nadu,Chennai",Tamilnadu State Pollution Control Board,Industrial Area,,13,16,"pm2 21,rspm 36","Kathivakkam, Municipal Kalyana Mandapam, Chennai",11/24/2015 0:00,2015
50,21-07-14,"Gujarat,Vadodara",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,19,"pm2 27,rspm 93","GPCB Office, Geri Vasahat, Vadodara",7/21/2014 0:00,2014
50,10/9/2015,"Gujarat,Vadodara",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,19,"pm2 27,rspm 74","GPCB Office, Geri Vasahat, Vadodara",9/10/2015 0:00,2015
155,26-03-15,"Gujarat,Ahmedabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",,13,19,"pm2 27,rspm 70","R.C. High School, Mirzapur, Ahmadabad",3/26/2015 0:00,2015
374,26-02-15,"Gujarat,Rajkot",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,19,"pm2 27,rspm 83","Regional Offce, Rajkot",2/26/2015 0:00,2015
SAMP,23-03-15,"Gujarat,Bhuj",Gujarat State Pollution Control Board,RIRUO,,13,19,"pm2 27,rspm 78","Amrut Chambers, Baroi Road, Mundra, Kutch,Bhuj",3/23/2015 0:00,2015
765,29-06-15,"Tamil Nadu,Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",,13,19,"pm2 27,rspm 216","Anna Nagar, Chennai",6/29/2015 0:00,2015
50,29-01-15,"Gujarat,Vadodara",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,18,"pm2 27,rspm 78","GPCB Office, Geri Vasahat, Vadodara",1/29/2015 0:00,2015
50,19-02-15,"Gujarat,Vadodara",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,18,"pm2 27,rspm 81","GPCB Office, Geri Vasahat, Vadodara",2/19/2015 0:00,2015
253,2/3/2014,"Gujarat,Ankleshwar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,16,"pm2 27,rspm 88","Durga Traders, Bhavanafarm Society , Ankaleshwar",3/2/2014 0:00,2014
21,1/6/2014,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,13,"pm2 27,rspm 71","S.V.R. Engg. College, Surat",6/1/2014 0:00,2014
367,2/3/2014,"Gujarat,Vapi",Gujarat State Pollution Control Board,Industrial Area,,13,15,"pm2 31,rspm 87","GEB, IIIrd Phase, GIDC, Vapi",3/2/2014 0:00,2014
257,13-01-14,"Gujarat,Rajkot",Gujarat State Pollution Control Board,Industrial Area,,13,15,"pm2 29,rspm 75","Sardhara Industrial Corporation, Rajkot",1/13/2014 0:00,2014
38,7/5/2015,"Tamil Nadu,Chennai",Tamilnadu State Pollution Control Board,Industrial Area,,13,15,"pm2 24,rspm 36","Kathivakkam, Municipal Kalyana Mandapam, Chennai",5/7/2015 0:00,2015
257,1/6/2014,"Gujarat,Rajkot",Gujarat State Pollution Control Board,Industrial Area,,13,15,"pm2 23,rspm 71","Sardhara Industrial Corporation, Rajkot",6/1/2014 0:00,2014
102,16-06-14,"Gujarat,Ahmedabad",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,21,"pm2 26,rspm 87","Cadilla Bridge Narol, Ahmadabad",6/16/2014 0:00,2014
333,7/10/2014,"Gujarat,Vadodara",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,21,"pm2 26,rspm 72","Dandia Bazaar, Vadodara",10/7/2014 0:00,2014
221,5/1/2014,"Gujarat,Vapi",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,21,"pm2 26,rspm 77","Vapi Nagar Palika, Vapi",1/5/2014 0:00,2014
21,29-01-15,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,21,"pm2 26,rspm 76","S.V.R. Engg. College, Surat",1/29/2015 0:00,2015
221,5/1/2015,"Gujarat,Vapi",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,21,"pm2 26,rspm 80","Vapi Nagar Palika, Vapi",1/5/2015 0:00,2015
319,30-01-15,"Gujarat,Jamnagar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,21,"pm2 26,rspm 80","Fisheries Office, Jamnagar.",1/30/2015 0:00,2015
SAMP,5/2/2015,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,13,21,"pm2 26,rspm 65","GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",2/5/2015 0:00,2015
SAMP,17-03-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,13,21,"pm2 26,rspm 87","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",3/17/2015 0:00,2015
SAMP,11/2/2015,"Gujarat,Bharuch",Gujarat State Pollution Control Board,RIRUO,,13,21,"pm2 26,rspm 77","Dahez SEZ Part –II Office,Bharuch",2/11/2015 0:00,2015
SAMP,5/3/2015,"Gujarat,Bhuj",Gujarat State Pollution Control Board,RIRUO,,13,21,"pm2 26,rspm 73","Amrut Chambers, Baroi Road, Mundra, Kutch,Bhuj",3/5/2015 0:00,2015
102,21-07-14,"Gujarat,Ahmedabad",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 26,rspm 82","Cadilla Bridge Narol, Ahmadabad",7/21/2014 0:00,2014
103,2/3/2014,"Gujarat,Ahmedabad",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 26,rspm 83","L.D. Engineering College, Ahmadabad",3/2/2014 0:00,2014
103,8/7/2014,"Gujarat,Ahmedabad",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 26,rspm 81","L.D. Engineering College, Ahmadabad",7/8/2014 0:00,2014
347,13-03-14,"Gujarat,Ahmedabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",,13,20,"pm2 26,rspm 82","AZL Behrampura, Ahmadabad",3/13/2014 0:00,2014
253,21-08-14,"Gujarat,Ankleshwar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 26,rspm 86","Durga Traders, Bhavanafarm Society , Ankaleshwar",8/21/2014 0:00,2014
253,15-09-14,"Gujarat,Ankleshwar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 26,rspm 91","Durga Traders, Bhavanafarm Society , Ankaleshwar",9/15/2014 0:00,2014
21,3/3/2014,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 26,rspm 76","S.V.R. Engg. College, Surat",3/3/2014 0:00,2014
21,31-03-14,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 26,rspm 75","S.V.R. Engg. College, Surat",3/31/2014 0:00,2014
103,22-01-15,"Gujarat,Ahmedabad",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 26,rspm 81","L.D. Engineering College, Ahmadabad",1/22/2015 0:00,2015
155,5/1/2015,"Gujarat,Ahmedabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",,13,20,"pm2 26,rspm 74","R.C. High School, Mirzapur, Ahmadabad",1/5/2015 0:00,2015
333,13-06-15,"Gujarat,Vadodara",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 26,rspm 90","Dandia Bazaar, Vadodara",6/13/2015 0:00,2015
347,26-01-15,"Gujarat,Ahmedabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",,13,20,"pm2 26,rspm 66","AZL Behrampura, Ahmadabad",1/26/2015 0:00,2015
347,3/2/2015,"Gujarat,Ahmedabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",,13,20,"pm2 26,rspm 85","AZL Behrampura, Ahmadabad",2/3/2015 0:00,2015
SAMP,5/1/2015,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,13,20,"pm2 26,rspm 82","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",1/5/2015 0:00,2015
SAMP,12/1/2015,"Gujarat,Bharuch",Gujarat State Pollution Control Board,RIRUO,,13,20,"pm2 26,rspm 68","Learning centre Saraswati Township of RIL,Bharuch",1/12/2015 0:00,2015
155,17-04-14,"Gujarat,Ahmedabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",,13,19,"pm2 26,rspm 79","R.C. High School, Mirzapur, Ahmadabad",4/17/2014 0:00,2014
50,26-06-14,"Gujarat,Vadodara",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,19,"pm2 26,rspm 78","GPCB Office, Geri Vasahat, Vadodara",6/26/2014 0:00,2014
21,26-02-15,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,19,"pm2 26,rspm 77","S.V.R. Engg. College, Surat",2/26/2015 0:00,2015
50,2/2/2015,"Gujarat,Vadodara",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,19,"pm2 26,rspm 77","GPCB Office, Geri Vasahat, Vadodara",2/2/2015 0:00,2015
102,12/1/2015,"Gujarat,Ahmedabad",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,19,"pm2 26,rspm 99","Cadilla Bridge Narol, Ahmadabad",1/12/2015 0:00,2015
SAMP,6/3/2015,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,13,19,"pm2 26,rspm 94","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",3/6/2015 0:00,2015
SAMP,4/3/2015,"Gujarat,Bharuch",Gujarat State Pollution Control Board,RIRUO,,13,19,"pm2 26,rspm 80","Dahez SEZ Part –II Office,Bharuch",3/4/2015 0:00,2015
221,13-02-14,"Gujarat,Vapi",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,18,"pm2 26,rspm 96","Vapi Nagar Palika, Vapi",2/13/2014 0:00,2014
765,16-07-15,"Tamil Nadu,Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",,13,18,"pm2 26,rspm 226","Anna Nagar, Chennai",7/16/2015 0:00,2015
50,20-01-14,"Gujarat,Vadodara",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,17,"pm2 26,rspm 76","GPCB Office, Geri Vasahat, Vadodara",1/20/2014 0:00,2014
102,3/10/2014,"Gujarat,Ahmedabad",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,16,"pm2 26,rspm 80","Cadilla Bridge Narol, Ahmadabad",10/3/2014 0:00,2014
23,2/6/2014,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,16,"pm2 26,rspm 82","Near Air India Office, Surat",6/2/2014 0:00,2014
38,25-08-15,"Tamil Nadu,Chennai",Tamilnadu State Pollution Control Board,Industrial Area,,13,14,"pm2 42,rspm 64","Kathivakkam, Municipal Kalyana Mandapam, Chennai",8/25/2015 0:00,2015
257,20-01-14,"Gujarat,Rajkot",Gujarat State Pollution Control Board,Industrial Area,,13,14,"pm2 25,rspm 68","Sardhara Industrial Corporation, Rajkot",1/20/2014 0:00,2014
38,15-12-15,"Tamil Nadu,Chennai",Tamilnadu State Pollution Control Board,Industrial Area,,13,14,"pm2 20,rspm 37","Kathivakkam, Municipal Kalyana Mandapam, Chennai",12/15/2015 0:00,2015
38,17-11-15,"Tamil Nadu,Chennai",Tamilnadu State Pollution Control Board,Industrial Area,,13,14,"pm2 18,rspm 28","Kathivakkam, Municipal Kalyana Mandapam, Chennai",11/17/2015 0:00,2015
21,24-02-14,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,15,"pm2 26,rspm 86","S.V.R. Engg. College, Surat",2/24/2014 0:00,2014
23,24-02-14,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,15,"pm2 26,rspm 89","Near Air India Office, Surat",2/24/2014 0:00,2014
692,6/10/2014,"Odisha,Paradeep",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,13,12,"pm2 26,rspm 52",Over the Guest House of M/s PPL,10/6/2014 0:00,2014
692,3/11/2015,"Odisha,Paradeep",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,13,11,"pm2 26,rspm 61",Over the Guest House of M/s PPL,11/3/2015 0:00,2015
257,1/9/2014,"Gujarat,Rajkot",Gujarat State Pollution Control Board,Industrial Area,,13,13,"pm2 20,rspm 65","Sardhara Industrial Corporation, Rajkot",9/1/2014 0:00,2014
102,28-08-14,"Gujarat,Ahmedabad",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,21,"pm2 25,rspm 74","Cadilla Bridge Narol, Ahmadabad",8/28/2014 0:00,2014
253,8/4/2014,"Gujarat,Ankleshwar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,21,"pm2 25,rspm 79","Durga Traders, Bhavanafarm Society , Ankaleshwar",4/8/2014 0:00,2014
347,12/1/2015,"Gujarat,Ahmedabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",,13,21,"pm2 25,rspm 78","AZL Behrampura, Ahmadabad",1/12/2015 0:00,2015
SAMP,18-01-15,"Gujarat,Bharuch",Gujarat State Pollution Control Board,RIRUO,,13,21,"pm2 25,rspm 76","Dahez SEZ Part –II Office,Bharuch",1/18/2015 0:00,2015
SAMP,4/2/2015,"Gujarat,Bharuch",Gujarat State Pollution Control Board,RIRUO,,13,21,"pm2 25,rspm 86","Dahez SEZ Part –II Office,Bharuch",2/4/2015 0:00,2015
103,20-03-14,"Gujarat,Ahmedabad",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 25,rspm 85","L.D. Engineering College, Ahmadabad",3/20/2014 0:00,2014
347,26-06-14,"Gujarat,Ahmedabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",,13,20,"pm2 25,rspm 71","AZL Behrampura, Ahmadabad",6/26/2014 0:00,2014
50,6/5/2014,"Gujarat,Vadodara",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 25,rspm 66","GPCB Office, Geri Vasahat, Vadodara",5/6/2014 0:00,2014
103,2/2/2015,"Gujarat,Ahmedabad",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 25,rspm 82","L.D. Engineering College, Ahmadabad",2/2/2015 0:00,2015
691,27-11-15,"Odisha,Paradeep",Odisha State Pollution Control Board,Industrial Area,,13,12,"pm2 37,rspm 143",Over the STP of M/s IFFCO Ltd.,11/27/2015 0:00,2015
319,27-03-15,"Gujarat,Jamnagar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,20,"pm2 25,rspm 78","Fisheries Office, Jamnagar.",3/27/2015 0:00,2015
21,8/1/2015,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,19,"pm2 25,rspm 73","S.V.R. Engg. College, Surat",1/8/2015 0:00,2015
21,16-02-15,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,13,19,"pm2 25,rspm 75","S.V.R. Engg. College, Surat",2/16/2015 0:00,2015
155,5/2/2015,"Gujarat,Ahmedabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",,13,19,"pm2 25,rspm 76","R.C. High School, Mirzapur, Ahmadabad",2/5/2015 0:00,2015
